"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Cucurbita okeechobeensis ssp. okeechobeensis","Okeechobee gourd","","4","Endangered","Flowering Plants"
"Deeringothamnus pulchellus","Beautiful pawpaw","","4","Endangered","Flowering Plants"
"Deeringothamnus rugelii","Rugel's pawpaw","","4","Endangered","Flowering Plants"
"Eriogonum longifolium var. gnaphalifolium","Scrub buckwheat","","4","Threatened","Flowering Plants"
"Eryngium cuneifolium","Snakeroot","","4","Endangered","Flowering Plants"
"Euphorbia telephioides","Telephus spurge","","4","Threatened","Flowering Plants"
"Jacquemontia reclinata","Beach jacquemontia","","4","Endangered","Flowering Plants"
"Nolina brittoniana","Britton's beargrass","","4","Endangered","Flowering Plants"
"Pinguicula ionantha","Godfrey's butterwort","","4","Threatened","Flowering Plants"
"Polygala smallii","Tiny polygala","","4","Endangered","Flowering Plants"
"Schwalbea americana","American chaffseed","Wherever found","4","Endangered","Flowering Plants"
"Scutellaria floridana","Florida skullcap","","4","Threatened","Flowering Plants"
"Warea amplexifolia","Wide-leaf warea","","4","Endangered","Flowering Plants"
"Warea carteri","Carter's mustard","","4","Endangered","Flowering Plants"
"Dicerandra cornutissima","Longspurred mint","","4","Endangered","Flowering Plants"
"Lupinus aridorum","Scrub lupine","","4","Endangered","Flowering Plants"
"Amorpha crenulata","Crenulate lead-plant","","4","Endangered","Flowering Plants"
"Galactia smallii","Small's milkpea","","4","Endangered","Flowering Plants"
"Dicerandra christmanii","Garrett's mint","","4","Endangered","Flowering Plants"
"Conradina etonia","Etonia rosemary","","4","Endangered","Flowering Plants"
"Torreya taxifolia","Florida torreya","","4","Endangered","Conifers and Cycads"
"Cladonia perforata","Florida perforate cladonia","","4","Endangered","Lichens"
"Rostrhamus sociabilis plumbeus","Everglade snail kite","Wherever found","4","Endangered","Birds"
"Pilosocereus robinii","Key tree cactus","","4","Endangered","Flowering Plants"
"Chamaesyce deltoidea ssp. deltoidea","Deltoid spurge","","4","Endangered","Flowering Plants"
"Ziziphus celata","Florida ziziphus","","4","Endangered","Flowering Plants"
"Crotalaria avonensis","Avon Park harebells","","4","Endangered","Flowering Plants"
"Pleurobema strodeanum","Fuzzy pigtoe","Wherever found","4","Threatened","Clams"
"Consolea corallicola","Florida semaphore Cactus","","4","Endangered","Flowering Plants"
"Linum arenicola","Sand flax","","4","Endangered","Flowering Plants"
"Harrisia (=Cereus) aboriginum (=gracilis)","Aboriginal Prickly-apple","","4","Endangered","Flowering Plants"
"Obovaria choctawensis","Choctaw bean","Wherever found","4","Endangered","Clams"
"Chamaesyce deltoidea pinetorum","Pineland sandmat","","4","Threatened","Flowering Plants"
"Sideroxylon reclinatum ssp. austrofloridense","Everglades bully","","4","Threatened","Flowering Plants"
"Brickellia mosieri","Florida brickell-bush","","4","Endangered","Flowering Plants"
"Cyclargus (=Hemiargus) thomasi bethunebakeri","Miami Blue Butterfly","Wherever found","4","Endangered","Insects"
"Digitaria pauciflora","Florida pineland crabgrass","","4","Threatened","Flowering Plants"
"Strymon acis bartrami","Bartram's hairstreak Butterfly","Wherever found","4","Endangered","Insects"
"Argythamnia blodgettii","Blodgett's silverbush","","4","Threatened","Flowering Plants"
"Dalea carthagenensis floridana","Florida prairie-clover","","4","Endangered","Flowering Plants"
"Fusconaia burkei","Tapered pigtoe","Wherever found","4","Threatened","Clams"
"Chamaecrista lineata keyensis","Big Pine partridge pea","","4","Endangered","Flowering Plants"
"Fusconaia escambia","Narrow pigtoe","Wherever found","4","Threatened","Clams"
"Linum carteri carteri","Carter's small-flowered flax","","4","Endangered","Flowering Plants"
"Hamiota australis","Southern Sandshell","Wherever found","4","Threatened","Clams"
"Reginaia rotulata","Round Ebonyshell","Wherever found","4","Endangered","Clams"
"Medionidus walkeri","Suwannee moccasinshell","Wherever found","4","Threatened","Clams"
"Chamaesyce deltoidea serpyllum","Wedge spurge","","4","Endangered","Flowering Plants"
"Ptychobranchus jonesi","Southern kidneyshell","Wherever found","4","Endangered","Clams"
"Puma (=Felis) concolor (all subsp. except coryi)","Puma (=mountain lion)","FL","4","Similarity of Appearance (Threatened)","Mammals"
"Anaea troglodyta floridalis","Florida leafwing Butterfly","Wherever found","4","Endangered","Insects"
"Chromolaena frustrata","Cape Sable Thoroughwort","","4","Endangered","Flowering Plants"
"Alligator mississippiensis","American alligator","Wherever found","4","Similarity of Appearance (Threatened)","Reptiles"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Procambarus econfinae","Panama City crayfish","Wherever found","4","Threatened","Crustaceans"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Trichomanes punctatum ssp. floridanum","Florida bristle fern","","4","Endangered","Ferns and Allies"
"Eumops floridanus","Florida bonneted bat","Wherever found","4","Endangered","Mammals"
"Ambystoma bishopi","Reticulated flatwoods salamander","Wherever found","4","Endangered","Amphibians"
"Cicindelidia floridana","Miami tiger beetle","Wherever found","4","Endangered","Insects"
"Chelonia mydas","Green sea turtle","North Atlantic DPS","4","Threatened","Reptiles"
"Laterallus jamaicensis ssp. jamaicensis","Eastern Black rail","Wherever found","4","Threatened","Birds"
