"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Silene lanceolata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Solanum incompletum","Popolo ku mai","Wherever found","1","Endangered","Flowering Plants"
"Solanum sandwicense","`Aiakeakua, popolo","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne angustifolia var. angustifolia","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne kanehoana","No common name","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium arenarium","No common name","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium capillare","Pamakani","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium filiforme","No common name","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium lepidotum ssp. lepidotum","No common name","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium remyi","No common name","Wherever found","1","Endangered","Flowering Plants"
"Tetramolopium rockii","No common name","Wherever found","1","Threatened","Flowering Plants"
"Polyscias gymnocarpa","`Ohe`ohe","Wherever found","1","Endangered","Flowering Plants"
"Urera kaalae","Opuhe","Wherever found","1","Endangered","Flowering Plants"
"Vicia menziesii","Hawaiian vetch","Wherever found","1","Endangered","Flowering Plants"
"Vigna o-wahuensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Viola chamissoniana ssp. chamissoniana","Pamakani","Wherever found","1","Endangered","Flowering Plants"
"Viola helenae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Viola kauaiensis var. wahiawaensis","Nani wai`ale`ale","Wherever found","1","Endangered","Flowering Plants"
"Viola lanaiensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Viola oahuensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Wilkesia hobdyi","Dwarf iliau","Wherever found","1","Endangered","Flowering Plants"
"Zanthoxylum hawaiiense","A`e","Wherever found","1","Endangered","Flowering Plants"
"Achyranthes splendens var. rotundata","Round-leaved chaff-flower","Wherever found","1","Endangered","Flowering Plants"
"Argyroxiphium sandwicense ssp. sandwicense","`Ahinahina","Wherever found","1","Endangered","Flowering Plants"
"Cyanea pinnatifida","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea platyphylla","`aku`aku","Wherever found","1","Endangered","Flowering Plants"
"Cyanea stictophylla","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra crenata","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra giffardii","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Exocarpos luteolus","Heau","Wherever found","1","Endangered","Flowering Plants"
"Geranium multiflorum","Nohoanu","Wherever found","1","Endangered","Flowering Plants"
"Hibiscus arnottianus ssp. immaculatus","Koki`o ke`oke`o","Wherever found","1","Endangered","Flowering Plants"
"Ischaemum byrone","Hilo ischaemum","Wherever found","1","Endangered","Flowering Plants"
"Isodendrion hosakae","Aupaka","Wherever found","1","Endangered","Flowering Plants"
"Labordia cyrtandrae","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Labordia lydgatei","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Melanthera kamolensis","nehe","Wherever found","1","Endangered","Flowering Plants"
"Lipochaeta micrantha","nehe","Wherever found","1","Endangered","Flowering Plants"
"Melanthera tenuifolia","nehe","Wherever found","1","Endangered","Flowering Plants"
"Lipochaeta waimeaensis","nehe","Wherever found","1","Endangered","Flowering Plants"
"Lobelia monostachya","No common name","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia filifolia","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia mollis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Platanthera holochila","No common name","Wherever found","1","Endangered","Flowering Plants"
"Poa mannii","Mann's bluegrass","Wherever found","1","Endangered","Flowering Plants"
"Poa siphonoglossa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Santalum haleakalae var. lanaiense","Lanai sandalwood (=`iliahi)","Wherever found","1","Endangered","Flowering Plants"
"Sesbania tomentosa","Ohai","Wherever found","1","Endangered","Flowering Plants"
"Silene hawaiiensis","No common name","Wherever found","1","Threatened","Flowering Plants"
"Xylosma crenatum","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyperus pennatiformis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyanea grimesiana ssp. obatae","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea hamatiflora ssp. carlsonii","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea lobata","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea gibsonii","haha","Wherever found","1","Endangered","Flowering Plants"
"Dubautia herbstobatae","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Ochrosia kilaueaensis","Holei","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia kaalae","loulu","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia schattaueri","loulu","Wherever found","1","Endangered","Flowering Plants"
"Schiedea apokremnos","Ma`oli`oli","Wherever found","1","Endangered","Flowering Plants"
"Schiedea haleakalensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea helleri","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea lydgatei","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea spergulina var. leiopoda","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea spergulina var. spergulina","No common name","Wherever found","1","Threatened","Flowering Plants"
"Schiedea stellarioides","Laulihilihi","Wherever found","1","Endangered","Flowering Plants"
"Schiedea viscosa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Remya montgomeryi","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea lychnoides","Kuawawaenohu","Wherever found","1","Endangered","Flowering Plants"
"Schenkia sebaeoides","Awiwi","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia kuwaleana","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Clermontia oblongifolia ssp. brevipes","`Oha wai","Wherever found","1","Endangered","Flowering Plants"
"Clermontia oblongifolia ssp. mauiensis","`Oha wai","Wherever found","1","Endangered","Flowering Plants"
"Cyanea asarifolia","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea copelandii ssp. copelandii","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea dunbariae","haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea glabra","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea mannii","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea procera","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea recta","Haha","Wherever found","1","Threatened","Flowering Plants"
"Cyanea truncata","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea undulata","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyperus trachysanthos","Pu`uka`a","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra cyaneoides","Mapele","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra limahuliensis","Ha`iwale","Wherever found","1","Threatened","Flowering Plants"
"Cyrtandra tintinnabula","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra viridiflora","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Dubautia pauciflorula","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Dubautia plantaginea ssp. humilis","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Eugenia koolauensis","Nioi","Wherever found","1","Endangered","Flowering Plants"
"Flueggea neowawraea","Mehamehame","Wherever found","1","Endangered","Flowering Plants"
"Kadua cordata remyi","kopa","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia lydgatei","No common name","Wherever found","1","Endangered","Flowering Plants"
"Lysimachia maxima","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyperus fauriei","No common name","Wherever found","1","Endangered","Flowering Plants"
"Melicope adscendens","Alani","Wherever found","1","Endangered","Flowering Plants"
"Myrsine juddii","Kolea","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia waimeae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia racemosa","Kiponapona","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia velutina","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia warshaueri","No common name","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia wawrana","No common name","Wherever found","1","Endangered","Flowering Plants"
"Plantago hawaiensis","Kuahiwi laukahi","Wherever found","1","Endangered","Flowering Plants"
"Pleomele hawaiiensis","Hala pepe","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia maideniana","loulu","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia napaliensis","loulu","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia viscosa","loulu","Wherever found","1","Endangered","Flowering Plants"
"Sanicula mariversa","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea kauaiensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Schiedea nuttallii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Sicyos albus","`Anunu","Wherever found","1","Endangered","Flowering Plants"
"Silene perlmanii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Spermolepis hawaiiensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne bifida","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne campanulata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Trematolobelia singularis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Zanthoxylum dipetalum var. tomentosum","A`e","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia mannii","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyanea acuminata","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea remyi","Haha","Wherever found","1","Endangered","Flowering Plants"
"Hibiscadelphus woodii","Hau kuahiwi","Wherever found","1","Endangered","Flowering Plants"
"Labordia tinifolia var. wahiawaensis","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia herbstii","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia rockii","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Cyanea koolauensis","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea longiflora","Haha","Wherever found","1","Endangered","Flowering Plants"
"Gardenia mannii","Nanu","Wherever found","1","Endangered","Flowering Plants"
"Phyllostegia kaalaensis","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyanea copelandii ssp. haleakalaensis","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyanea hamatiflora ssp. hamatiflora","Haha","Wherever found","1","Endangered","Flowering Plants"
"Kanaloa kahoolawensis","Kohe malama malama o kanaloa","Wherever found","1","Endangered","Flowering Plants"
"Clermontia samuelii","`Oha wai","Wherever found","1","Endangered","Flowering Plants"
"Adenophorus periens","Pendant kihi fern","Wherever found","1","Endangered","Ferns and Allies"
"Asplenium peruvianum var. insulare","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Asplenium dielerectum","Asplenium-leaved diellia","Wherever found","1","Endangered","Ferns and Allies"
"Asplenium dielfalcatum","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Diplazium molokaiense","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Marsilea villosa","Ihi`ihi","Wherever found","1","Endangered","Ferns and Allies"
"Pteris lidgatei","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Ctenitis squamigera","Pauoa","Wherever found","1","Endangered","Ferns and Allies"
"Huperzia mannii","Wawae`iole","Wherever found","1","Endangered","Ferns and Allies"
"Huperzia nutans","Wawae`iole","Wherever found","1","Endangered","Ferns and Allies"
"Asplenium unisorum","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Asplenium dielpallidum","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Euphorbia deppeana","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Cyanea crispa","haha","Wherever found","1","Endangered","Flowering Plants"
"Neraudia angulata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra munroi","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Labordia tinifolia var. lanaiensis","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Drosophila aglaia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila heteroneura","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila montgomeryi","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila mulli","Hawaiian picture-wing fly","Wherever found","1","Threatened","Insects"
"Drosophila musaphilia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila neoclavisetae","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila obatai","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila substenoptera","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila tarphytrichia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila hemipeza","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila ochrobasis","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Drosophila differens","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Cyanea eleeleensis","Haha","Wherever found","1","Endangered","Flowering Plants"
"Cyclosorus boydiae","Kupukupu makalii","Wherever found","1","Endangered","Ferns and Allies"
"Cyrtandra oxybapha","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Megalagrion nigrohamatum nigrolineatum","Blackline Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Cyperus neokunthianus","No common name","Wherever found","1","Endangered","Flowering Plants"
"Pleomele fernaldii","Hala pepe","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia eleanoriae","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Myrsine mezii","Kolea","Wherever found","1","Endangered","Flowering Plants"
"Euphorbia remyi var. remyi","`Akoko","Wherever found","1","Endangered","Flowering Plants"
"Melicope degeneri","Alani","Wherever found","1","Endangered","Flowering Plants"
"Sicyos macrophyllus","`Anunu","Wherever found","1","Endangered","Flowering Plants"
"Cyanea purpurellifolia","Haha","Wherever found","1","Endangered","Flowering Plants"
"Kadua fluviatilis","Kamapua`a","Wherever found","1","Endangered","Flowering Plants"
"Korthalsella degeneri","Hulumoa","Wherever found","1","Endangered","Flowering Plants"
"Joinvillea ascendens ascendens","`Ohe","Wherever found","1","Endangered","Flowering Plants"
"Nothocestrum latifolium","`Aiea","Wherever found","1","Endangered","Flowering Plants"
"Microlepia strigosa var. mauiensis","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Megalagrion pacificum","Pacific Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Cyanea kunthiana","Haha","Wherever found","1","Endangered","Flowering Plants"
"Partulina semicarinata","Lanai tree snail","Wherever found","1","Endangered","Snails"
"Schiedea pubescens","Ma`oli`oli","Wherever found","1","Endangered","Flowering Plants"
"Cyrtandra filipes","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Canavalia napaliensis","`Awikiwiki","Wherever found","1","Endangered","Flowering Plants"
"Megalagrion nesiotes","Flying earwig Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Dubautia waialealae","Na`ena`e","Wherever found","1","Endangered","Flowering Plants"
"Pteralyxia macrocarpa","Kaulu","Wherever found","1","Endangered","Flowering Plants"
"Doryopteris takeuchii","No common name","Wherever found","1","Endangered","Ferns and Allies"
"Cyrtandra sessilis","Ha`iwale","Wherever found","1","Endangered","Flowering Plants"
"Bidens amplectens","Ko`oko`olau","Wherever found","1","Endangered","Flowering Plants"
"Schiedea attenuata","No common name","Wherever found","1","Endangered","Flowering Plants"
"Stenogyne kealiae","No common name","Wherever found","1","Endangered","Flowering Plants"
"Psychotria grandiflora","Kopiko","Wherever found","1","Endangered","Flowering Plants"
"Ranunculus hawaiensis","Makou","Wherever found","1","Endangered","Flowering Plants"
"Peperomia subpetiolata","`Ala `ala wai nui","Wherever found","1","Endangered","Flowering Plants"
"Pritchardia hardyi","loulu","Wherever found","1","Endangered","Flowering Plants"
"Geranium hanaense","Nohoanu","Wherever found","1","Endangered","Flowering Plants"
"Labordia helleri","Kamakahala","Wherever found","1","Endangered","Flowering Plants"
"Dryopteris glabra var. pusilla","Hohiu","Wherever found","1","Endangered","Ferns and Allies"
"Oceanodroma castro","Band-rumped storm-petrel","USA (HI)","1","Endangered","Birds"
