"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Dromus dromas","Dromedary pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Pegias fabula","Littlewing pearlymussel","Wherever found","4","Endangered","Clams"
"Fusconaia cuneolus","Finerayed pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Pleurobema plenum","Rough pigtoe","Wherever found","4","Endangered","Clams"
"Fusconaia cor","Shiny pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Quadrula cylindrica strigillata","Rough rabbitsfoot","Wherever found","5","Endangered","Clams"
"Epioblasma florentina walkeri (=E. walkeri)","Tan riffleshell","Wherever found","4","Endangered","Clams"
"Epioblasma brevidens","Cumberlandian combshell","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Epioblasma capsaeformis","Oyster mussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Hemistena lata","Cracking pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Parvaspina collina","James spinymussel","Wherever found","5","Endangered","Clams"
"Alasmidonta heterodon","Dwarf wedgemussel","Wherever found","5","Endangered","Clams"
"Cyprogenia stegaria","Fanshell","Wherever found","4","Endangered","Clams"
"Polygyriscus virginianus","Virginia fringed mountain snail","Wherever found","5","Endangered","Snails"
"Neonympha mitchellii mitchellii","Mitchell's satyr Butterfly","Wherever found","3","Endangered","Insects"
"Habroscelimorpha dorsalis dorsalis","Northeastern beach tiger beetle","Wherever found","5","Threatened","Insects"
"Microhexura montivaga","Spruce-fir moss spider","Wherever found","4","Endangered","Arachnids"
"Antrolana lira","Madison Cave isopod","Wherever found","5","Threatened","Crustaceans"
"Lirceus usdagalun","Lee County cave isopod","Wherever found","5","Endangered","Crustaceans"
"Betula uber","Virginia round-leaf birch","Wherever found","5","Threatened","Flowering Plants"
"Cardamine micranthera","Small-anthered bittercress","Wherever found","4","Endangered","Flowering Plants"
"Geum radiatum","Spreading avens","Wherever found","4","Endangered","Flowering Plants"
"Isotria medeoloides","Small whorled pogonia","","5","Threatened","Flowering Plants"
"Scirpus ancistrochaetus","Northeastern bulrush","","5","Endangered","Flowering Plants"
"Aeschynomene virginica","Sensitive joint-vetch","Wherever found","5","Threatened","Flowering Plants"
"Echinacea laevigata","Smooth coneflower","Wherever found","4","Endangered","Flowering Plants"
"Hedyotis purpurea var. montana","Roan Mountain bluet","Wherever found","4","Endangered","Flowering Plants"
"Helonias bullata","Swamp pink","Wherever found","5","Threatened","Flowering Plants"
"Iliamna corei","Peter's Mountain mallow","Wherever found","5","Endangered","Flowering Plants"
"Platanthera leucophaea","Eastern prairie fringed orchid","Wherever found","3","Threatened","Flowering Plants"
"Ptilimnium nodosum","Harperella","Wherever found","5","Endangered","Flowering Plants"
"Rhus michauxii","Michaux's sumac","Wherever found","4","Endangered","Flowering Plants"
"Amaranthus pumilus","Seabeach amaranth","Wherever found","4","Threatened","Flowering Plants"
"Helenium virginicum","Virginia sneezeweed","Wherever found","5","Threatened","Flowering Plants"
"Spiraea virginiana","Virginia spiraea","Wherever found","5","Threatened","Flowering Plants"
"Boechera serotina","Shale barren rock cress","Wherever found","5","Endangered","Flowering Plants"
"Gymnoderma lineare","Rock gnome lichen","Wherever found","4","Endangered","Lichens"
"Ptychobranchus subtentus","Fluted kidneyshell","Wherever found","4","Endangered","Clams"
"Elliptio lanceolata","Yellow lance","Wherever found","4","Threatened","Clams"
"Cumberlandia monodonta","Spectaclecase (mussel)","Wherever found","3","Endangered","Clams"
"Noturus flavipinnis","Yellowfin madtom","U.S.A. (TN, VA-specified portions of the Holston River and watershed; see 17.84(e)(1)(i))","4","Experimental Population, Non-Essential","Fishes"
"Cambarus callainus","Big Sandy crayfish","Wherever found","5","Threatened","Crustaceans"
"Epioblasma triquetra","Snuffbox mussel","Wherever found","3","Endangered","Clams"
"Pleuronaia dolabelloides","Slabside Pearlymussel","Wherever found","4","Endangered","Clams"
"Fusconaia masoni","Atlantic pigtoe","Wherever found","4","Threatened","Clams"
"Plethobasus cyphyus","Sheepnose Mussel","Wherever found","3","Endangered","Clams"
"Etheostoma osburni","Candy darter","Wherever found","5","Endangered","Fishes"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Myotis septentrionalis","Northern Long-Eared Bat","Wherever found","3","Threatened","Mammals"
"Bombus affinis","Rusty patched bumble bee","Wherever found","3","Endangered","Insects"
"Chelonia mydas","Green sea turtle","North Atlantic DPS","4","Threatened","Reptiles"
