"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Epioblasma metastriata","Upland combshell","Wherever found","4","Endangered","Clams"
"Cyprogenia stegaria","Fanshell","Wherever found","4","Endangered","Clams"
"Hamiota altilis","Finelined pocketbook","Wherever found","4","Threatened","Clams"
"Pleuronaia gibber","Cumberland pigtoe","Wherever found","4","Endangered","Clams"
"Pleurobema perovatum","Ovate clubshell","Wherever found","4","Endangered","Clams"
"Pleurobema decisum","Southern clubshell","Wherever found","4","Endangered","Clams"
"Ptychobranchus greenii","Triangular Kidneyshell","Wherever found","4","Endangered","Clams"
"Medionidus acutissimus","Alabama moccasinshell","Wherever found","4","Threatened","Clams"
"Medionidus parvulus","Coosa moccasinshell","Wherever found","4","Endangered","Clams"
"Pleurobema georgianum","Southern pigtoe","Wherever found","4","Endangered","Clams"
"Anguispira picta","Painted snake coiled forest snail","Wherever found","4","Threatened","Snails"
"Athearnia anthonyi","Anthony's riversnail","Wherever found; Except where listed as Experimental Populations","4","Endangered","Snails"
"Marstonia ogmorhaphe","Royal marstonia (snail)","Wherever found","4","Endangered","Snails"
"Microhexura montivaga","Spruce-fir moss spider","Wherever found","4","Endangered","Arachnids"
"Orconectes shoupi","Nashville crayfish","Wherever found","4","Endangered","Crustaceans"
"Lesquerella perforata","Spring Creek bladderpod","Wherever found","4","Endangered","Flowering Plants"
"Apios priceana","Prices potato-bean","","4","Threatened","Flowering Plants"
"Arabis perstellata","Braun's rock-cress","Wherever found","4","Endangered","Flowering Plants"
"Conradina verticillata","Cumberland rosemary","Wherever found","4","Threatened","Flowering Plants"
"Geum radiatum","Spreading avens","Wherever found","4","Endangered","Flowering Plants"
"Isotria medeoloides","Small whorled pogonia","","5","Threatened","Flowering Plants"
"Dalea foliosa","Leafy prairie-clover","Wherever found","4","Endangered","Flowering Plants"
"Hedyotis purpurea var. montana","Roan Mountain bluet","Wherever found","4","Endangered","Flowering Plants"
"Scutellaria montana","Large-flowered skullcap","Wherever found","4","Threatened","Flowering Plants"
"Solidago spithamaea","Blue Ridge goldenrod","Wherever found","4","Threatened","Flowering Plants"
"Xyris tennesseensis","Tennessee yellow-eyed grass","Wherever found","4","Endangered","Flowering Plants"
"Pityopsis ruthii","Ruth's golden aster","Wherever found","4","Endangered","Flowering Plants"
"Spiraea virginiana","Virginia spiraea","Wherever found","5","Threatened","Flowering Plants"
"Astragalus bibullatus","Guthrie's (=Pyne's) ground-plum","Wherever found","4","Endangered","Flowering Plants"
"Clematis morefieldii","Morefields leather flower","","4","Endangered","Flowering Plants"
"Asplenium scolopendrium var. americanum","American hart's-tongue fern","Wherever found","5","Threatened","Ferns and Allies"
"Gymnoderma lineare","Rock gnome lichen","Wherever found","4","Endangered","Lichens"
"Platanthera integrilabia","White fringeless orchid","","4","Threatened","Flowering Plants"
"Ptychobranchus subtentus","Fluted kidneyshell","Wherever found","4","Endangered","Clams"
"Physaria globosa","Short's bladderpod","Wherever found","4","Endangered","Flowering Plants"
"Helianthus verticillatus","Whorled Sunflower","","4","Endangered","Flowering Plants"
"Erimonax monachus","Spotfin Chub","U.S.A. (TN-specified portions of the Tellico River; see 17.84(m)(1)(i))","4","Experimental Population, Non-Essential","Fishes"
"Noturus flavipinnis","Yellowfin madtom","U.S.A. (TN-specified portions of the Tellico River; see 17.84(e)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Etheostoma trisella","Trispot darter","Wherever found","4","Threatened","Fishes"
"Quadrula cylindrica cylindrica","Rabbitsfoot","Wherever found","4","Threatened","Clams"
"Pleurobema hanleyianum","Georgia pigtoe","Wherever found","4","Endangered","Clams"
"Fundulus julisia","Barrens topminnow","Wherever found","4","Endangered","Fishes"
"Cumberlandia monodonta","Spectaclecase (mussel)","Wherever found","3","Endangered","Clams"
"Noturus flavipinnis","Yellowfin madtom","U.S.A. (TN, VA-specified portions of the Holston River and watershed; see 17.84(e)(1)(i))","4","Experimental Population, Non-Essential","Fishes"
"Epioblasma triquetra","Snuffbox mussel","Wherever found","3","Endangered","Clams"
"Etheostoma susanae","Cumberland darter","Wherever found","4","Endangered","Fishes"
"Glyptemys muhlenbergii","bog turtle","U.S.A. (GA, NC, SC, TN, VA)","4","Similarity of Appearance (Threatened)","Reptiles"
"Noturus baileyi","Smoky madtom","Tellico River, TN","4","Experimental Population, Non-Essential","Fishes"
"Villosa fabalis","Rayed Bean","Wherever found","3","Endangered","Clams"
"Etheostoma percnurum","Duskytail darter","Tellico River, TN","4","Experimental Population, Non-Essential","Fishes"
"Crystallaria cincotta","diamond Darter","Wherever found","5","Endangered","Fishes"
"Pleuronaia dolabelloides","Slabside Pearlymussel","Wherever found","4","Endangered","Clams"
"Noturus crypticus","Chucky Madtom","Wherever found","4","Endangered","Fishes"
"Grus americana","Whooping crane","U.S.A. (AL, AR, CO, FL, GA, ID, IL, IN, IA, KY, LA, MI, MN, MS, MO, NC, NM, OH, SC, TN, UT, VA, WI, WV, western half of WY)","2","Experimental Population, Non-Essential","Birds"
"Plethobasus cyphyus","Sheepnose Mussel","Wherever found","3","Endangered","Clams"
"Etheostoma wapiti","Boulder darter","Shoal Creek","4","Experimental Population, Non-Essential","Fishes"
"Erimonax monachus","Spotfin Chub","U.S.A. (AL, TN-specified portions of Shoal Creek; see 17.84(m)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Chrosomus saylori","Laurel dace","Wherever found","4","Endangered","Fishes"
"Erimonax monachus","Spotfin Chub","U.S.A. (TN-specified portions of the French Broad and Holston Rivers; see 17.84(m)(1)(iii))","4","Experimental Population, Non-Essential","Fishes"
"Athearnia anthonyi","Anthony's riversnail","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Snails"
"Myotis septentrionalis","Northern Long-Eared Bat","Wherever found","3","Threatened","Mammals"
