"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Echinocereus fendleri var. kuenzleri","Kuenzler hedgehog cactus","Wherever found","2","Threatened","Flowering Plants"
"Echinocereus reichenbachii var. albertii","Black lace cactus","Wherever found","2","Endangered","Flowering Plants"
"Echinocereus viridiflorus var. davisii","Davis' green pitaya","Wherever found","2","Endangered","Flowering Plants"
"Sclerocactus mariposensis","Lloyd''s Mariposa cactus","Wherever found","2","Threatened","Flowering Plants"
"Geocarpon minimum","No common name","Wherever found","4","Threatened","Flowering Plants"
"Hoffmannseggia tenella","Slender rush-pea","Wherever found","2","Endangered","Flowering Plants"
"Manihot walkerae","Walker's manioc","Wherever found","2","Endangered","Flowering Plants"
"Phlox nivalis ssp. texensis","Texas trailing phlox","Wherever found","2","Endangered","Flowering Plants"
"Potamogeton clystocarpus","Little Aguja (=Creek) Pondweed","Wherever found","2","Endangered","Flowering Plants"
"Quercus hinckleyi","Hinckley oak","Wherever found","2","Threatened","Flowering Plants"
"Spiranthes parksii","Navasota ladies-tresses","Wherever found","2","Endangered","Flowering Plants"
"Styrax platanifolius ssp. texanus","Texas snowbells","Wherever found","2","Endangered","Flowering Plants"
"Zizania texana","Texas wild-rice","Wherever found","2","Endangered","Flowering Plants"
"Abronia macrocarpa","Large-fruited sand-verbena","Wherever found","2","Endangered","Flowering Plants"
"Cryptantha crassipes","Terlingua Creek cat's-eye","Wherever found","2","Endangered","Flowering Plants"
"Echinocereus chisoensis var. chisoensis","Chisos Mountain hedgehog Cactus","Wherever found","2","Threatened","Flowering Plants"
"Physaria pallida","White bladderpod","Wherever found","2","Endangered","Flowering Plants"
"Hymenoxys texana","Texas prairie dawn-flower","Wherever found","2","Endangered","Flowering Plants"
"Ayenia limitaris","Texas ayenia","Wherever found","2","Endangered","Flowering Plants"
"Assiminea pecos","Pecos assiminea snail","Wherever found","2","Endangered","Snails"
"Leavenworthia texana","Texas golden Gladecress","Wherever found","2","Endangered","Flowering Plants"
"Popenaias popeii","Texas Hornshell","Wherever found","2","Endangered","Clams"
"Notropis oxyrhynchus","Sharpnose Shiner","Wherever found","2","Endangered","Fishes"
"Pituophis ruthveni","Louisiana pinesnake","Wherever found","4","Threatened","Reptiles"
"Macrhybopsis tetranema","Peppered chub","Wherever found","2","Endangered","Fishes"
"Pseudotryonia adamantina","Diamond Tryonia","Wherever found","2","Endangered","Snails"
"Pyrgulopsis texana","Phantom Springsnail","Wherever found","2","Endangered","Snails"
"Tryonia circumstriata (=stocktonensis)","Gonzales tryonia","Wherever found","2","Endangered","Snails"
"Eurycea naufragia","Georgetown Salamander","Wherever found","2","Threatened","Amphibians"
"Tryonia cheatumi","Phantom Tryonia","Wherever found","2","Endangered","Snails"
"Eurycea waterlooensis","Austin blind Salamander","Wherever found","2","Endangered","Amphibians"
"Gammarus pecos","Pecos amphipod","Wherever found","2","Endangered","Crustaceans"
"Hibiscus dasycalyx","Neches River rose-mallow","Wherever found","2","Threatened","Flowering Plants"
"Festuca ligulata","Guadalupe fescue","Wherever found","2","Endangered","Flowering Plants"
"Coccyzus americanus","Yellow-billed Cuckoo","Western U.S. DPS","2","Threatened","Birds"
"Eurycea chisholmensis","Salado Salamander","Wherever found","2","Threatened","Amphibians"
"Notropis buccula","Smalleye Shiner","Wherever found","2","Endangered","Fishes"
"Gammarus hyalleloides","Diminutive Amphipod","Wherever found","2","Endangered","Crustaceans"
"Eurycea tonkawae","Jollyville Plateau Salamander","Wherever found","2","Threatened","Amphibians"
"Prietella phreatophila","Mexican blindcat (catfish)","Wherever found","Foreign","Endangered","Fishes"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Hybognathus amarus","Rio Grande Silvery Minnow","Rio Grande, from Little Box Canyon to Amistad Dam","2","Experimental Population, Non-Essential","Fishes"
"Chelonia mydas","Green sea turtle","North Atlantic DPS","4","Threatened","Reptiles"
"Laterallus jamaicensis ssp. jamaicensis","Eastern Black rail","Wherever found","4","Threatened","Birds"
