"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Xyrauchen texanus","Razorback sucker","Wherever found","6","Endangered","Fishes"
"Meda fulgida","Spikedace","Wherever found","2","Endangered","Fishes"
"Astragalus cremnophylax var. cremnophylax","Sentry milk-vetch","Wherever found","2","Endangered","Flowering Plants"
"Carex specuicola","Navajo sedge","Wherever found","2","Threatened","Flowering Plants"
"Cycladenia humilis var. jonesii","Jones Cycladenia","Wherever found","6","Threatened","Flowering Plants"
"Echinocactus horizonthalonius var. nicholii","Nichol's Turk's head cactus","Wherever found","2","Endangered","Flowering Plants"
"Echinocereus arizonicus ssp. arizonicus","Arizona hedgehog cactus","Wherever found","2","Endangered","Flowering Plants"
"Erigeron rhizomatus","Zuni fleabane","Wherever found","2","Threatened","Flowering Plants"
"Pediocactus bradyi","Brady pincushion cactus","Wherever found","2","Endangered","Flowering Plants"
"Pediocactus peeblesianus ssp. peeblesianus","Peebles Navajo cactus","Wherever found","2","Endangered","Flowering Plants"
"<a target="_blank" ref="noopener noreferrer" href="/ecp/species/3607">Pediocactus (=Echinocactus=Utahia) sileri</a","Siler pincushion cactus","Wherever found","2","Threatened","Flowering Plants"
"Purshia (=Cowania) subintegra","Arizona Cliffrose","Wherever found","2","Endangered","Flowering Plants"
"Packera franciscana","San Francisco Peaks ragwort","Wherever found","2","Threatened","Flowering Plants"
"Amsonia kearneyana","Kearney's blue-star","Wherever found","2","Endangered","Flowering Plants"
"Asclepias welshii","Welsh's milkweed","Wherever found","6","Threatened","Flowering Plants"
"Coryphantha robbinsorum","Cochise pincushion cactus","Wherever found","2","Threatened","Flowering Plants"
"Coryphantha scheeri var. robustispina","Pima pineapple cactus","Wherever found","2","Endangered","Flowering Plants"
"Astragalus holmgreniorum","Holmgren milk-vetch","Wherever found","6","Endangered","Flowering Plants"
"Lilaeopsis schaffneriana var. recurva","Huachuca water-umbel","Wherever found","2","Endangered","Flowering Plants"
"Spiranthes diluvialis","Ute ladies'-tresses","Wherever found","6","Threatened","Flowering Plants"
"Spiranthes delitescens","Canelo Hills ladies'-tresses","Wherever found","2","Endangered","Flowering Plants"
"Pyrgulopsis bernardina","San Bernardino springsnail","Wherever found","2","Threatened","Snails"
"Gymnogyps californianus","California condor","U.S.A. (specific portions of Arizona, Nevada, and Utah)","8","Experimental Population, Non-Essential","Birds"
"Thamnophis eques megalops","Northern Mexican gartersnake","Wherever found","2","Threatened","Reptiles"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","Salt and Verde R. drainages, AZ","6","Experimental Population, Non-Essential","Fishes"
"Gopherus agassizii","Desert tortoise","AZ south and east of Colorado R., and Mexico, when found outside of Mexico or said range in AZ","8","Similarity of Appearance (Threatened)","Reptiles"
"Plagopterus argentissimus","Woundfin","Gila R. drainage, AZ, NM","6","Experimental Population, Non-Essential","Fishes"
"Pectis imberbis","beardless chinchweed","Wherever found","2","Endangered","Flowering Plants"
"Thamnophis rufipunctatus","Narrow-headed gartersnake","Wherever found","2","Threatened","Reptiles"
"Catostomus discobolus yarrowi","Zuni bluehead Sucker","Wherever found","2","Endangered","Fishes"
"Pediocactus peeblesianus ssp. fickeiseniae","Fickeisen plains cactus","Wherever found","2","Endangered","Flowering Plants"
"Pyrgulopsis trivialis","Three Forks Springsnail","Wherever found","2","Endangered","Snails"
"Zapus hudsonius luteus","New Mexico meadow jumping mouse","Wherever found","2","Endangered","Mammals"
"Graptopetalum bartramii","Bartram's stonecrop","Wherever found","2","Threatened","Flowering Plants"
"Gila intermedia","Gila chub","Wherever found","2","Endangered","Fishes"
"Kinosternon sonoriense longifemorale","Sonoyta mud turtle","Wherever found","2","Endangered","Reptiles"
"Coccyzus americanus","Yellow-billed Cuckoo","Western U.S. DPS","2","Threatened","Birds"
"Echinomastus erectocentrus var. acunensis","Acuña Cactus","Wherever found","2","Endangered","Flowering Plants"
"Mustela nigripes","Black-footed ferret","U.S.A. (WY and specified portions of AZ, CO, MT, SD, and UT, see 17.84(g)(9))","6","Experimental Population, Non-Essential","Mammals"
"Falco femoralis septentrionalis","Northern Aplomado Falcon","U.S.A (AZ, NM)","2","Experimental Population, Non-Essential","Birds"
"Sphaeralcea gierischii","Gierisch mallow","Wherever found","2","Endangered","Flowering Plants"
"Antilocapra americana sonoriensis","Sonoran pronghorn","U.S.A. (AZ), Mexico","2","Experimental Population, Non-Essential","Mammals"
"Eryngium sparganophyllum","Arizona eryngo","","2","Endangered","Flowering Plants"
