"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Acipenser oxyrinchus (=oxyrhynchus) desotoi","Gulf sturgeon","Wherever found","4","Threatened","Fishes"
"Etheostoma wapiti","Boulder darter","Wherever found","4","Endangered","Fishes"
"Percina aurolineata","Goldline darter","Wherever found","4","Threatened","Fishes"
"Cyprinella caerulea","Blue shiner","Wherever found","4","Threatened","Fishes"
"Etheostoma chermocki","Vermilion darter","Wherever found","4","Endangered","Fishes"
"Lampsilis virescens","Alabama lampmussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Toxolasma cylindrellus","Pale lilliput (pearlymussel)","Wherever found","4","Endangered","Clams"
"Theliderma intermedia","Cumberland monkeyface (pearlymussel)","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Lampsilis abrupta","Pink mucket (pearlymussel)","Wherever found","3","Endangered","Clams"
"Dromus dromas","Dromedary pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Pegias fabula","Littlewing pearlymussel","Wherever found","4","Endangered","Clams"
"Plethobasus cicatricosus","White wartyback (pearlymussel)","Wherever found","4","Endangered","Clams"
"Fusconaia cuneolus","Finerayed pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Pleurobema plenum","Rough pigtoe","Wherever found","4","Endangered","Clams"
"Fusconaia cor","Shiny pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","Wherever found","4","Endangered","Clams"
"Obovaria retusa","Ring pink (mussel)","Wherever found","4","Endangered","Clams"
"Pleurobema curtum","Black clubshell","Wherever found","4","Endangered","Clams"
"Epioblasma penita","Southern combshell","Wherever found","4","Endangered","Clams"
"Pleurobema marshalli","Flat pigtoe","Wherever found","4","Endangered","Clams"
"Pleurobema taitianum","Heavy pigtoe","Wherever found","4","Endangered","Clams"
"Epioblasma brevidens","Cumberlandian combshell","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Potamilus inflatus","Inflated heelsplitter","Wherever found","4","Threatened","Clams"
"Hamiota perovalis","Orangenacre mucket","Wherever found","4","Threatened","Clams"
"Epioblasma capsaeformis","Oyster mussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Hemistena lata","Cracking pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Quadrula stapes","Stirrupshell","Wherever found","4","Endangered","Clams"
"Epioblasma othcaloogensis","Southern acornshell","Wherever found","4","Endangered","Clams"
"Elliptoideus sloatianus","Purple bankclimber (mussel)","Wherever found","4","Threatened","Clams"
"Epioblasma metastriata","Upland combshell","Wherever found","4","Endangered","Clams"
"Cyprogenia stegaria","Fanshell","Wherever found","4","Endangered","Clams"
"Pleurobema pyriforme","Oval pigtoe","Wherever found","4","Endangered","Clams"
"Hamiota altilis","Finelined pocketbook","Wherever found","4","Threatened","Clams"
"Hamiota subangulata","Shinyrayed pocketbook","Wherever found","4","Endangered","Clams"
"Pleurobema perovatum","Ovate clubshell","Wherever found","4","Endangered","Clams"
"Pleurobema decisum","Southern clubshell","Wherever found","4","Endangered","Clams"
"Ptychobranchus greenii","Triangular Kidneyshell","Wherever found","4","Endangered","Clams"
"Medionidus acutissimus","Alabama moccasinshell","Wherever found","4","Threatened","Clams"
"Medionidus parvulus","Coosa moccasinshell","Wherever found","4","Endangered","Clams"
"Pleurobema furvum","Dark pigtoe","Wherever found","4","Endangered","Clams"
"Pleurobema georgianum","Southern pigtoe","Wherever found","4","Endangered","Clams"
"Medionidus penicillatus","Gulf moccasinshell","Wherever found","4","Endangered","Clams"
"Elliptio chipolaensis","Chipola slabshell","Wherever found","4","Threatened","Clams"
"Athearnia anthonyi","Anthony's riversnail","Wherever found; Except where listed as Experimental Populations","4","Endangered","Snails"
"Marstonia pachyta","Armored snail","Wherever found","4","Endangered","Snails"
"Tulotoma magnifica","Tulotoma snail","Wherever found","4","Threatened","Snails"
"Elimia crenatella","Lacy elimia (snail)","Wherever found","4","Threatened","Snails"
"Lioplax cyclostomaformis","Cylindrical lioplax (snail)","Wherever found","4","Endangered","Snails"
"Lepyrium showalteri","Flat pebblesnail","Wherever found","4","Endangered","Snails"
"Leptoxis taeniata","Painted rocksnail","Wherever found","4","Threatened","Snails"
"Leptoxis plicata","Plicate rocksnail","Wherever found","4","Endangered","Snails"
"Leptoxis ampla","Round rocksnail","Wherever found","4","Threatened","Snails"
"Campeloma decampi","Slender campeloma","Wherever found","4","Endangered","Snails"
"Neonympha mitchellii mitchellii","Mitchell's satyr Butterfly","Wherever found","3","Endangered","Insects"
"Palaemonias alabamae","Alabama cave shrimp","Wherever found","4","Endangered","Crustaceans"
"Amphianthus pusillus","Little amphianthus","Wherever found","4","Threatened","Flowering Plants"
"Apios priceana","Prices potato-bean","","4","Threatened","Flowering Plants"
"Lesquerella lyrata","Lyrate bladderpod","Wherever found","4","Threatened","Flowering Plants"
"Marshallia mohrii","Mohr's Barbara's buttons","Wherever found","4","Threatened","Flowering Plants"
"Sarracenia oreophila","Green pitcher-plant","Wherever found","4","Endangered","Flowering Plants"
"Spigelia gentianoides","Gentian pinkroot","","4","Endangered","Flowering Plants"
"Dalea foliosa","Leafy prairie-clover","Wherever found","4","Endangered","Flowering Plants"
"Lindera melissifolia","Pondberry","Wherever found","4","Endangered","Flowering Plants"
"Ptilimnium nodosum","Harperella","Wherever found","5","Endangered","Flowering Plants"
"Sarracenia rubra ssp. alabamensis","Alabama canebrake pitcher-plant","Wherever found","4","Endangered","Flowering Plants"
"Schwalbea americana","American chaffseed","Wherever found","4","Endangered","Flowering Plants"
"Xyris tennesseensis","Tennessee yellow-eyed grass","Wherever found","4","Endangered","Flowering Plants"
"Trillium reliquum","Relict trillium","Wherever found","4","Endangered","Flowering Plants"
"Clematis socialis","Alabama leather flower","Wherever found","4","Endangered","Flowering Plants"
"Sagittaria secundifolia","Kral's water-plantain","Wherever found","4","Threatened","Flowering Plants"
"Clematis morefieldii","Morefields leather flower","","4","Endangered","Flowering Plants"
"Asplenium scolopendrium var. americanum","American hart's-tongue fern","Wherever found","5","Threatened","Ferns and Allies"
"Isoetes louisianensis","Louisiana quillwort","Wherever found","4","Endangered","Ferns and Allies"
"Thelypteris pilosa var. alabamensis","Alabama streak-sorus fern","Wherever found","4","Threatened","Ferns and Allies"
"Pleurobema strodeanum","Fuzzy pigtoe","Wherever found","4","Threatened","Clams"
"Platanthera integrilabia","White fringeless orchid","","4","Threatened","Flowering Plants"
"Lampsilis virescens","Alabama lampmussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Leavenworthia crassa","Fleshy-fruit gladecress","Wherever found","4","Endangered","Flowering Plants"
"Helianthus verticillatus","Whorled Sunflower","","4","Endangered","Flowering Plants"
"Pleurobema clava","Clubshell","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Epioblasma capsaeformis","Oyster mussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Epioblasma florentina florentina","Yellow blossom (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Leptoxis foremani","Interrupted (=Georgia) Rocksnail","Wherever found","4","Endangered","Snails"
"Etheostoma trisella","Trispot darter","Wherever found","4","Threatened","Fishes"
"Pleurocera foremani","Rough hornsnail","Wherever found","4","Endangered","Snails"
"Etheostoma phytophilum","Rush Darter","Wherever found","4","Endangered","Fishes"
"Quadrula cylindrica cylindrica","Rabbitsfoot","Wherever found","4","Threatened","Clams"
"Pleurobema hanleyianum","Georgia pigtoe","Wherever found","4","Endangered","Clams"
"Athearnia anthonyi","Anthony's riversnail","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Snails"
"Obovaria choctawensis","Choctaw bean","Wherever found","4","Endangered","Clams"
"Margaritifera marrianae","Alabama pearlshell","Wherever found","4","Endangered","Clams"
"Cumberlandia monodonta","Spectaclecase (mussel)","Wherever found","3","Endangered","Clams"
"Necturus alabamensis","Black warrior (=Sipsey Fork) Waterdog","Wherever found","4","Endangered","Amphibians"
"Epioblasma triquetra","Snuffbox mussel","Wherever found","3","Endangered","Clams"
"Theliderma intermedia","Cumberland monkeyface (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Fusconaia cor","Shiny pigtoe","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Epioblasma turgidula","Turgid blossom (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Pituophis melanoleucus lodingi","Black pinesnake","Wherever found","4","Threatened","Reptiles"
"Epioblasma torulosa torulosa","Tubercled blossom (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Fusconaia burkei","Tapered pigtoe","Wherever found","4","Threatened","Clams"
"Arabis georgiana","Georgia rockcress","Wherever found","4","Threatened","Flowering Plants"
"Pleuronaia dolabelloides","Slabside Pearlymussel","Wherever found","4","Endangered","Clams"
"Quadrula fragosa","Winged Mapleleaf","U.S.A. (AL-specified portions of the Tennessee River; see 17.85(a)(1))","4","Experimental Population, Non-Essential","Clams"
"Fusconaia escambia","Narrow pigtoe","Wherever found","4","Threatened","Clams"
"Elassoma alabamae","Spring pygmy sunfish","Wherever found","4","Threatened","Fishes"
"Hamiota australis","Southern Sandshell","Wherever found","4","Threatened","Clams"
"Reginaia rotulata","Round Ebonyshell","Wherever found","4","Endangered","Clams"
"Villosa trabalis","Cumberland bean (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Plethobasus cyphyus","Sheepnose Mussel","Wherever found","3","Endangered","Clams"
"Ptychobranchus jonesi","Southern kidneyshell","Wherever found","4","Endangered","Clams"
"Epioblasma obliquata obliquata","Purple Cat's paw (=Purple Cat's paw pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","3","Experimental Population, Non-Essential","Clams"
"Lemiox rimosus","Birdwing pearlymussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert, and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Erimonax monachus","Spotfin Chub","U.S.A. (AL, TN-specified portions of Shoal Creek; see 17.84(m)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Myotis septentrionalis","Northern Long-Eared Bat","Wherever found","3","Threatened","Mammals"
"Cambarus cracens","Slenderclaw crayfish","Wherever found","4","Endangered","Crustaceans"
"Chelonia mydas","Green sea turtle","North Atlantic DPS","4","Threatened","Reptiles"
"Laterallus jamaicensis ssp. jamaicensis","Eastern Black rail","Wherever found","4","Threatened","Birds"
